Rk,Team,Year,G#,,Opp.,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,2PM,Sfty,KRTD,PRTD,INTD,FRTD,OppKRTD,OppPRTD,OppINTD,OppFRTD
7584,TULSA,2018,8,,TULANE,17,24,-7,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
7585,UTAH ST,2018,8,,NEW MEXICO,61,19,42,7,7,7,4,4,0,0,0,0,0,0,0,0,0,1
7586,VANDERBILT,2018,9,@,ARKANSAS,45,31,14,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
7587,VIRGINIA,2018,8,,N CAROLINA ,31,21,10,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
7588,WAKE,2018,8,@,LOUISVILLE,56,35,21,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0
7589,WASHINGTON,2018,9,@,CAL,10,12,-2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
7590,WASH STATE,2018,8,@,STANFORD,41,38,3,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
7591,W KENTUCKY,2018,8,,FIU,17,38,-21,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0
7592,WISCONSIN,2018,8,@,NWESTERN,17,31,-14,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0
7593,BOWL GREEN ,2018,9,,KENT STATE,28,35,-7,3,2,2,3,2,1,0,0,0,0,0,0,0,0,0
7594,BUFFALO,2018,9,,MIAMI OH,51,42,9,7,7,6,1,1,0,0,0,0,0,0,0,0,0,0
7595,KENT STATE,2018,9,@,BOWL GREEN ,35,28,7,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
7596,MIAMI OH,2018,9,@,BUFFALO,42,51,-9,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0
7597,BALL ST,2018,10,@,TOLEDO,13,45,-32,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
7598,TOLEDO,2018,9,,BALL ST,45,13,32,6,6,6,1,1,0,0,0,0,0,1,0,0,0,0
7599,AKRON ,2018,8,,N ILLINOIS,26,36,-10,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0
7600,UCF ,2018,8,,TEMPLE,52,40,12,7,7,7,2,1,0,0,0,0,0,0,0,0,0,0
7601,N ILLINOIS,2018,9,@,AKRON ,36,26,10,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0
7602,OHIO,2018,9,@,W MICHIGAN ,59,14,45,7,8,8,2,1,0,0,0,0,0,0,0,0,0,0
7603,TEMPLE,2018,9,@,UCF ,40,52,-12,5,4,4,3,2,0,0,0,0,0,0,0,0,0,0
7604,W MICHIGAN ,2018,10,,OHIO,14,59,-45,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
7605,ARIZONA,2018,10,,COLORADO,42,34,8,5,4,3,3,3,0,0,0,0,0,0,0,0,0,0
7606,COLORADO,2018,9,@,ARIZONA,34,42,-8,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
7607,MIDDLE TN,2018,9,,W KENTUCKY,29,10,19,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0
7608,PITTSBURGH,2018,9,@,VIRGINIA,23,13,10,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0
7609,VIRGINIA,2018,9,,PITTSBURGH,13,23,-10,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
7610,W KENTUCKY,2018,9,@,MIDDLE TN,10,29,-19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
7611,AIR FORCE,2018,9,@,ARMY,14,17,-3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7612,ALABAMA,2018,9,@,LSU,29,0,29,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0
7613,UAB,2018,9,,UTSA,52,3,49,7,7,7,2,1,0,0,0,0,0,0,0,0,0,0
7614,APP STATE,2018,8,@,COAST CAR,23,7,16,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0
7615,ARIZONA ST,2018,9,,UTAH,38,20,18,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0
7616,ARK STATE,2018,9,,S ALABAMA,38,14,24,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0
7617,ARMY,2018,9,,AIR FORCE,17,14,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
7618,AUBURN,2018,9,,TEXAS A&M,28,24,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
7619,BAYLOR,2018,9,,OKLA STATE,35,31,4,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0
7620,BOISE ST,2018,9,,BYU,21,16,5,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
7621,BOSTON COL,2018,9,@,VA TECH,31,21,10,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
7622,BYU,2018,9,@,BOISE ST,16,21,-5,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0
7623,CAL,2018,9,@,WASH STATE,13,19,-6,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0
7624,C MICHIGAN,2018,10,@,E MICHIGAN,7,17,-10,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
7625,CHARLOTTE ,2018,9,@,TENNESSEE,3,14,-11,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
7626,CINCINNATI,2018,9,,NAVY,42,0,42,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
7627,CLEMSON,2018,9,,LOUISVILLE,77,16,61,11,11,11,0,0,0,0,0,0,0,0,1,0,0,0
7628,COAST CAR,2018,9,,APP STATE,7,23,-16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7629,UCONN,2018,9,@,TULSA,19,49,-30,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0
7630,DUKE,2018,9,@,MIAMI FL,20,12,8,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
7631,E CAROLINA,2018,8,,MEMPHIS,41,59,-18,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
7632,E MICHIGAN,2018,10,,C MICHIGAN,17,7,10,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1
7633,FLORIDA,2018,9,,MISSOURI,17,38,-21,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
7634,FAU,2018,9,@,FIU,49,14,35,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0
7635,FIU,2018,9,,FAU,14,49,-35,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1
7636,FLORIDA ST,2018,9,@,NC STATE,28,47,-19,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
7637,FRESNO ST,2018,9,@,0,48,3,45,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0
7638,GEORGIA,2018,9,@,KENTUCKY,34,17,17,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
7639,GA SOUTHRN,2018,9,@,LA MONROE,25,44,-19,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0
7640,GA STATE,2018,9,,TEXAS ST,31,40,-9,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
7641,GA TECH,2018,9,@,N CAROLINA ,38,28,10,5,5,5,1,1,0,0,0,0,0,0,0,0,0,1
7642,HAWAII,2018,11,,UTAH ST,17,56,-39,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
7643,HOUSTON,2018,9,@,SMU,31,45,-14,4,4,4,1,1,0,0,0,0,0,1,0,0,0,0
7644,ILLINOIS,2018,9,,MINNESOTA,55,31,24,7,7,7,2,2,0,0,0,0,0,0,0,0,0,0
7645,IOWA,2018,9,@,PURDUE,36,38,-2,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0
7646,IOWA STATE,2018,8,@,KANSAS,27,3,24,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0
7647,KANSAS,2018,9,,IOWA STATE,3,27,-24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7648,KANSAS ST,2018,9,@,TCU,13,14,-1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7649,KENTUCKY,2018,9,,GEORGIA,17,34,-17,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
7650,LIBERTY,2018,8,@,UMASS,59,62,-3,8,8,8,1,1,0,0,0,0,0,1,0,0,0,0
7651,LA LAFAYET,2018,9,@,TROY,16,26,-10,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
7652,LA MONROE,2018,9,,GA SOUTHRN,44,25,19,6,6,5,1,1,0,0,0,0,0,0,0,0,0,0
7653,LSU,2018,9,,ALABAMA,0,29,-29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7654,LA TECH,2018,9,@,MISS STATE,3,45,-42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7655,LOUISVILLE,2018,9,@,CLEMSON,16,77,-61,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0
7656,MARSHALL,2018,8,@,SO MISS,24,26,-2,3,3,3,1,1,0,0,0,0,0,1,0,0,0,1
7657,MARYLAND,2018,9,,MICH STATE,3,24,-21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7658,UMASS,2018,10,,LIBERTY,62,59,3,8,8,8,2,2,0,0,0,0,0,0,0,0,0,1
7659,MEMPHIS,2018,9,@,E CAROLINA,59,41,18,8,8,8,1,1,0,0,0,0,0,0,0,0,0,0
7660,MIAMI FL,2018,9,,DUKE,12,20,-8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7661,MICHIGAN,2018,9,,PENN STATE,42,7,35,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0
7662,MICH STATE,2018,9,@,MARYLAND,24,3,21,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
7663,MINNESOTA,2018,9,@,ILLINOIS,31,55,-24,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
7664,OLE MISS,2018,9,,S CAROLINA,44,48,-4,5,5,5,3,3,0,0,0,0,0,0,1,0,0,0
7665,MISS STATE,2018,9,,LA TECH,45,3,42,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
7666,MISSOURI,2018,9,@,FLORIDA,38,17,21,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
7667,NAVY,2018,9,@,CINCINNATI,0,42,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7668,NEBRASKA,2018,9,@,OHIO STATE,31,36,-5,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
7669,UNLV,2018,9,,FRESNO ST,3,48,-45,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
7670,NEW MEXICO,2018,9,,S DIEGO ST,23,31,-8,3,3,2,1,1,0,0,0,0,0,1,0,0,0,0
7671,NEW MEX ST,2018,10,,ALBANY ST,52,42,10,7,7,7,2,1,0,0,1,0,0,0,0,0,0,0
7672,N CAROLINA ,2018,8,,GA TECH,28,38,-10,3,2,2,2,2,1,0,0,0,0,1,0,0,0,0
7673,NC STATE,2018,8,,FLORIDA ST,47,28,19,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0
7674,NWESTERN,2018,9,,NOTRE DAME,21,31,-10,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
7675,NOTRE DAME,2018,9,@,NWESTERN,31,21,10,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0
7676,OHIO STATE,2018,9,,NEBRASKA,36,31,5,5,4,4,0,0,0,1,0,0,0,0,0,0,0,0
7677,OKLAHOMA,2018,9,@,TEXAS TECH,51,46,5,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
7678,OKLA STATE,2018,9,@,BAYLOR,31,35,-4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0
7679,OREGON,2018,9,,UCLA,42,21,21,6,6,6,1,0,0,0,0,1,0,0,0,0,0,0
7680,OREGON ST,2018,9,,USC,21,38,-17,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
7681,PENN STATE,2018,9,@,MICHIGAN,7,42,-35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7682,PURDUE,2018,9,,IOWA,38,36,2,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
7683,RICE,2018,10,,UTEP,26,34,-8,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0
7684,RUTGERS,2018,9,@,WISCONSIN,17,31,-14,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
7685,S DIEGO ST,2018,9,@,NEW MEXICO,31,23,8,4,4,4,1,1,0,0,0,0,0,0,0,0,0,1
7686,S JOSE ST,2018,9,@,WYOMING,9,24,-15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7687,S ALABAMA,2018,9,@,ARK STATE,14,38,-24,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
7688,S CAROLINA,2018,8,@,OLE MISS,48,44,4,6,6,6,2,2,0,0,1,0,0,0,0,0,0,0
7689,0,2018,9,,TULANE,15,41,-26,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7690,USC,2018,9,@,OREGON ST,38,21,17,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
7691,SMU,2018,9,,HOUSTON,45,31,14,6,6,6,1,1,0,0,0,0,0,0,0,0,0,1
7692,SO MISS,2018,8,,MARSHALL,26,24,2,3,3,2,2,2,0,0,0,0,0,1,0,0,0,1
7693,STANFORD,2018,9,@,WASHINGTON,23,27,-4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0
7694,SYRACUSE,2018,9,@,WAKE,41,24,17,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
7695,TENNESSEE,2018,9,,CHARLOTTE ,14,3,11,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0
7696,TEXAS,2018,9,,W VIRGINIA,41,42,-1,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
7697,TEXAS A&M,2018,9,@,AUBURN,24,28,-4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
7698,TCU,2018,9,,KANSAS ST,14,13,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
7699,UTEP,2018,9,@,RICE,34,26,8,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
7700,UTSA,2018,9,@,UAB,3,52,-49,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7701,TEXAS ST,2018,9,@,GA STATE,40,31,9,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0
7702,TEXAS TECH,2018,9,,OKLAHOMA,46,51,-5,6,5,4,2,2,0,0,0,0,0,0,0,0,0,0
7703,TROY,2018,9,,LA LAFAYET,26,16,10,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0
7704,TULANE,2018,9,@,0,41,15,26,5,5,5,3,2,0,0,0,0,0,0,0,0,0,0
7705,TULSA,2018,9,,UCONN,49,19,30,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
7706,UCLA,2018,9,@,OREGON,21,42,-21,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0
7707,UTAH,2018,9,@,ARIZONA ST,20,38,-18,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
7708,UTAH ST,2018,9,@,HAWAII,56,17,39,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0
7709,VA TECH,2018,8,,BOSTON COL,21,31,-10,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
7710,WAKE,2018,9,,SYRACUSE,24,41,-17,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
7711,WASHINGTON,2018,10,,STANFORD,27,23,4,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
7712,WASH STATE,2018,9,,CAL,19,13,6,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0
7713,W VIRGINIA,2018,8,@,TEXAS,42,41,1,5,4,4,2,2,1,0,0,0,0,0,0,0,0,0
7714,WISCONSIN,2018,9,,RUTGERS,31,17,14,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
7715,WYOMING,2018,10,,S JOSE ST,24,9,15,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
7716,BUFFALO,2018,10,,KENT STATE,48,14,34,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0
7717,KENT STATE,2018,10,@,BUFFALO,14,48,-34,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
7718,MIAMI OH,2018,10,,OHIO,30,28,2,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0
7719,N ILLINOIS,2018,10,,TOLEDO,38,15,23,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0
7720,OHIO,2018,10,@,MIAMI OH,28,30,-2,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0
7721,TOLEDO,2018,10,@,N ILLINOIS,15,38,-23,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
7722,NC STATE,2018,9,,WAKE,23,27,-4,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0
7723,WAKE,2018,10,@,NC STATE,27,23,4,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
7724,BOISE ST,2018,10,,FRESNO ST,24,17,7,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
7725,FRESNO ST,2018,10,@,BOISE ST,17,24,-7,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0
7726,LOUISVILLE,2018,10,@,SYRACUSE,23,54,-31,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0
7727,SYRACUSE,2018,10,,LOUISVILLE,54,23,31,6,6,6,4,4,0,0,0,0,0,0,0,0,0,0
7728,AIR FORCE,2018,10,,NEW MEXICO,42,24,18,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1
7729,AKRON ,2018,9,@,E MICHIGAN,7,27,-20,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
7730,ALABAMA,2018,10,,MISS STATE,24,0,24,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
7731,UAB,2018,10,,SO MISS,26,23,3,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0
7732,APP STATE,2018,9,@,TEXAS ST,38,7,31,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
7733,ARIZONA ST,2018,10,,UCLA,31,28,3,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0
7734,ARKANSAS,2018,10,,LSU,17,24,-7,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
7735,ARK STATE,2018,10,@,COAST CAR,44,16,28,6,6,5,2,1,0,0,0,0,0,0,0,0,0,0
7736,ARMY,2018,10,,LAFAYETTE,31,13,18,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
7737,AUBURN,2018,10,@,GEORGIA,10,27,-17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
7738,BAYLOR,2018,10,@,IOWA STATE,14,28,-14,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
7739,BOSTON COL,2018,10,,CLEMSON,7,27,-20,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
7740,BOWL GREEN ,2018,10,@,C MICHIGAN,24,13,11,3,3,3,2,1,0,0,0,0,0,1,0,0,0,0
7741,BYU,2018,10,@,UMASS,35,16,19,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
7742,CAL,2018,10,@,USC,15,14,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
7743,UCF ,2018,9,,NAVY,35,24,11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
7744,C MICHIGAN,2018,11,,BOWL GREEN ,13,24,-11,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
7745,CHARLOTTE ,2018,10,@,MARSHALL,13,30,-17,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
7746,CINCINNATI,2018,10,,0,35,23,12,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0
7747,CLEMSON,2018,10,@,BOSTON COL,27,7,20,3,3,3,2,2,0,0,0,1,0,0,0,1,0,0
7748,COAST CAR,2018,10,,ARK STATE,16,44,-28,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
7749,COLORADO,2018,10,,WASH STATE,7,31,-24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7750,COLO STATE,2018,10,@,NEVADA,10,49,-39,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
7751,UCONN,2018,10,,SMU,50,62,-12,7,6,5,3,1,0,0,0,0,0,0,0,0,0,0
7752,DUKE,2018,10,,N CAROLINA ,42,35,7,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0
7753,E CAROLINA,2018,9,@,TULANE,18,24,-6,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0
7754,E MICHIGAN,2018,11,,AKRON ,27,7,20,3,3,3,3,2,0,0,0,0,0,0,0,1,0,0
7755,FLORIDA,2018,10,,S CAROLINA,35,31,4,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0
7756,FAU,2018,10,,W KENTUCKY,34,15,19,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0
7757,FIU,2018,10,@,UTSA,45,7,38,6,6,6,2,1,0,0,0,0,0,0,0,0,0,0
7758,FLORIDA ST,2018,10,@,NOTRE DAME,13,42,-29,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7759,GEORGIA,2018,10,,AUBURN,27,10,17,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
7760,GA SOUTHRN,2018,10,,TROY,21,35,-14,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
7761,GA STATE,2018,10,@,LA LAFAYET,22,36,-14,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0
7762,GA TECH,2018,10,,MIAMI FL,27,21,6,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
7763,HOUSTON,2018,10,,TEMPLE,49,59,-10,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
7764,ILLINOIS,2018,10,@,NEBRASKA,35,54,-19,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
7765,INDIANA ,2018,10,,MARYLAND,34,32,2,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
7766,IOWA,2018,10,,NWESTERN,10,14,-4,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
7767,IOWA STATE,2018,9,,BAYLOR,28,14,14,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0
7768,KANSAS,2018,10,@,KANSAS ST,17,21,-4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
7769,KANSAS ST,2018,10,,KANSAS,21,17,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
7770,KENTUCKY,2018,10,@,TENNESSEE,7,24,-17,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7771,LIBERTY,2018,9,@,VIRGINIA,24,45,-21,3,3,3,2,1,0,0,0,0,0,0,1,0,0,0
7772,LA LAFAYET,2018,10,,GA STATE,36,22,14,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0
7773,LA MONROE,2018,10,@,S ALABAMA,38,10,28,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
7774,LSU,2018,10,@,ARKANSAS,24,17,7,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
7775,LA TECH,2018,10,,RICE,28,13,15,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
7776,MARSHALL,2018,9,,CHARLOTTE ,30,13,17,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
7777,MARYLAND,2018,10,@,INDIANA ,32,34,-2,3,1,0,4,4,1,0,0,0,0,0,0,0,0,0
7778,UMASS,2018,11,,BYU,16,35,-19,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
7779,MEMPHIS,2018,10,,TULSA,47,21,26,6,6,5,2,2,0,0,0,1,0,0,0,0,0,0
7780,MIAMI FL,2018,10,@,GA TECH,21,27,-6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
7781,MICHIGAN,2018,10,@,RUTGERS,42,7,35,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
7782,MICH STATE,2018,10,,OHIO STATE,6,26,-20,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1
7783,MIDDLE TN,2018,10,@,UTEP,48,32,16,7,6,4,1,0,1,0,0,0,0,0,0,0,0,0
7784,MINNESOTA,2018,10,,PURDUE,41,10,31,5,5,5,2,2,0,0,0,0,0,1,0,0,0,0
7785,OLE MISS,2018,10,@,TEXAS A&M,24,38,-14,3,3,3,2,1,0,0,0,0,0,1,0,0,0,0
7786,MISS STATE,2018,10,@,ALABAMA,0,24,-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7787,MISSOURI,2018,10,,VANDERBILT,33,28,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0
7788,NAVY,2018,10,@,UCF ,24,35,-11,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
7789,NEBRASKA,2018,10,,ILLINOIS,54,35,19,7,7,7,1,1,0,1,0,0,0,0,0,0,0,0
7790,NEVADA,2018,10,,COLO STATE,49,10,39,7,6,5,0,0,1,0,0,0,0,0,0,0,0,0
7791,UNLV,2018,10,@,S DIEGO ST,27,24,3,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0
7792,NEW MEXICO,2018,10,@,AIR FORCE,24,42,-18,3,3,3,1,1,0,0,0,0,0,1,0,0,0,0
7793,N CAROLINA ,2018,9,@,DUKE,35,42,-7,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0
7794,N TEXAS,2018,10,@,DOMINION,31,34,-3,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
7795,NWESTERN,2018,10,@,IOWA,14,10,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
7796,NOTRE DAME,2018,10,,FLORIDA ST,42,13,29,5,5,4,2,2,0,0,0,0,0,0,0,0,0,0
7797,OHIO STATE,2018,10,@,MICH STATE,26,6,20,3,3,3,2,1,0,1,0,0,0,1,0,0,0,0
7798,OKLAHOMA,2018,10,,OKLA STATE,48,47,1,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0
7799,OKLA STATE,2018,10,@,OKLAHOMA,47,48,-1,7,6,5,1,0,0,0,0,0,0,0,0,0,0,0
7800,DOMINION,2018,10,,N TEXAS,34,31,3,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
7801,OREGON,2018,10,@,UTAH,25,32,-7,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0
7802,OREGON ST,2018,10,@,STANFORD,17,48,-31,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
7803,PENN STATE,2018,10,,WISCONSIN,22,10,12,2,2,1,5,3,0,0,0,0,0,0,0,0,0,0
7804,PITTSBURGH,2018,10,,VA TECH,52,22,30,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0
7805,PURDUE,2018,10,@,MINNESOTA,10,41,-31,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
7806,RICE,2018,11,@,LA TECH,13,28,-15,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0
7807,RUTGERS,2018,10,,MICHIGAN,7,42,-35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7808,S DIEGO ST,2018,10,,0,24,27,-3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
7809,S JOSE ST,2018,10,@,UTAH ST,24,62,-38,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0
7810,S ALABAMA,2018,10,,LA MONROE,10,38,-28,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
7811,S CAROLINA,2018,9,@,FLORIDA,31,35,-4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
7812,0,2018,10,@,CINCINNATI,23,35,-12,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0
7813,USC,2018,10,,CAL,14,15,-1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
7814,SMU,2018,10,@,UCONN,62,50,12,8,8,8,2,2,0,0,0,0,0,0,0,0,0,0
7815,SO MISS,2018,9,@,UAB,23,26,-3,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0
