Team,Year,Week,Opp,Location
BUF,2015,16,DAL,Home
CAR,2015,16,ATL,Away
CHI,2015,16,TB,Away
CLV,2015,16,KC,Away
IND,2015,16,MIA,Away
ARZ,2015,16,GB,Home
DAL,2015,16,BUF,Away
DET,2015,16,SF,Home
GB,2015,16,ARZ,Away
HST,2015,16,TEN,Away
JAX,2015,16,NO,Away
KC,2015,16,CLV,Home
MIA,2015,16,IND,Home
MIN,2015,16,NYG,Home
NO,2015,16,JAX,Home
NE,2015,16,NYJ,Away
NYG,2015,16,MIN,Away
NYJ,2015,16,NE,Home
TEN,2015,16,HST,Home
PIT,2015,16,BLT,Away
SL,2015,16,SEA,Away
BLT,2015,16,PIT,Home
SEA,2015,16,SL,Home
SF,2015,16,DET,Away
TB,2015,16,CHI,Home
CIN,2015,16,DEN,Away
DEN,2015,16,CIN,Home
ATL,2015,17,NO,Home
BUF,2015,17,NYJ,Home
CAR,2015,17,TB,Home
CHI,2015,17,DET,Home
CIN,2015,17,BLT,Home
CLV,2015,17,PIT,Home
IND,2015,17,TEN,Home
ARZ,2015,17,SEA,Home
DAL,2015,17,WAS,Home
DEN,2015,17,SD,Home
DET,2015,17,CHI,Away
GB,2015,17,MIN,Home
HST,2015,17,JAX,Home
JAX,2015,17,HST,Away
KC,2015,17,OAK,Home
MIA,2015,17,NE,Home
MIN,2015,17,GB,Away
NO,2015,17,ATL,Away
NE,2015,17,MIA,Away
NYG,2015,17,PHI,Home
NYJ,2015,17,BUF,Away
TEN,2015,17,IND,Away
PHI,2015,17,NYG,Away
PIT,2015,17,CLV,Away
OAK,2015,17,KC,Away
SL,2015,17,SF,Away
BLT,2015,17,CIN,Away
SD,2015,17,DEN,Away
SEA,2015,17,ARZ,Away
SF,2015,17,SL,Home
TB,2015,17,CAR,Away
WAS,2015,17,DAL,Away
CIN,2015,29,PIT,Home
HST,2015,29,KC,Home
KC,2015,29,HST,Away
PIT,2015,29,CIN,Away
GB,2015,29,WAS,Away
MIN,2015,29,SEA,Home
SEA,2015,29,MIN,Away
WAS,2015,29,GB,Home
ARZ,2015,30,GB,Home
GB,2015,30,ARZ,Away
KC,2015,30,NE,Away
NE,2015,30,KC,Home
CAR,2015,30,SEA,Home
DEN,2015,30,PIT,Home
PIT,2015,30,DEN,Away
SEA,2015,30,CAR,Away
CAR,2015,31,ARZ,Home
ARZ,2015,31,CAR,Away
DEN,2015,31,NE,Home
NE,2015,31,DEN,Away
CAR,2015,32,DEN,Home
DEN,2015,32,CAR,Home
CAR,2016,1,DEN,Away
DEN,2016,1,CAR,Home
ATL,2016,1,TB,Home
BUF,2016,1,BLT,Away
CHI,2016,1,HST,Away
CIN,2016,1,NYJ,Away
CLV,2016,1,PHI,Away
IND,2016,1,DET,Home
ARZ,2016,1,NE,Home
DAL,2016,1,NYG,Home
DET,2016,1,IND,Away
GB,2016,1,JAX,Away
HST,2016,1,CHI,Home
JAX,2016,1,GB,Home
KC,2016,1,SD,Home
MIA,2016,1,SEA,Away
MIN,2016,1,TEN,Away
NO,2016,1,OAK,Home
NE,2016,1,ARZ,Away
NYG,2016,1,DAL,Away
NYJ,2016,1,CIN,Home
TEN,2016,1,MIN,Home
PHI,2016,1,CLV,Home
OAK,2016,1,NO,Away
BLT,2016,1,BUF,Home
SD,2016,1,KC,Away
SEA,2016,1,MIA,Home
TB,2016,1,ATL,Away
PIT,2016,1,WAS,Away
LA,2016,1,SF,Away
SF,2016,1,LA,Home
WAS,2016,1,PIT,Home
BUF,2016,2,NYJ,Home
NYJ,2016,2,BUF,Away
ATL,2016,2,OAK,Away
CAR,2016,2,SF,Home
CIN,2016,2,PIT,Away
CLV,2016,2,BLT,Home
IND,2016,2,DEN,Away
ARZ,2016,2,TB,Home
DAL,2016,2,WAS,Away
DEN,2016,2,IND,Home
DET,2016,2,TEN,Home
GB,2016,2,MIN,Away
HST,2016,2,KC,Home
JAX,2016,2,SD,Away
KC,2016,2,HST,Away
MIA,2016,2,NE,Away
MIN,2016,2,GB,Home
NO,2016,2,NYG,Away
NE,2016,2,MIA,Home
NYG,2016,2,NO,Home
TEN,2016,2,DET,Away
PIT,2016,2,CIN,Home
OAK,2016,2,ATL,Home
LA,2016,2,SEA,Home
BLT,2016,2,CLV,Away
SD,2016,2,JAX,Home
SEA,2016,2,LA,Away
SF,2016,2,CAR,Away
TB,2016,2,ARZ,Away
WAS,2016,2,DAL,Home
CHI,2016,2,PHI,Home
PHI,2016,2,CHI,Away
HST,2016,3,NE,Away
NE,2016,3,HST,Home
BUF,2016,3,ARZ,Home
CAR,2016,3,MIN,Home
CHI,2016,3,DAL,Away
CIN,2016,3,DEN,Home
CLV,2016,3,MIA,Away
IND,2016,3,SD,Home
ARZ,2016,3,BUF,Away
DAL,2016,3,CHI,Home
DEN,2016,3,CIN,Away
DET,2016,3,GB,Away
GB,2016,3,DET,Home
JAX,2016,3,BLT,Home
KC,2016,3,NYJ,Home
MIA,2016,3,CLV,Home
MIN,2016,3,CAR,Away
NYG,2016,3,WAS,Home
NYJ,2016,3,KC,Away
TEN,2016,3,OAK,Home
PHI,2016,3,PIT,Home
PIT,2016,3,PHI,Away
OAK,2016,3,TEN,Away
LA,2016,3,TB,Away
BLT,2016,3,JAX,Away
SD,2016,3,IND,Away
SEA,2016,3,SF,Home
SF,2016,3,SEA,Away
TB,2016,3,LA,Home
WAS,2016,3,NYG,Away
ATL,2016,3,NO,Away
NO,2016,3,ATL,Home
CIN,2016,4,MIA,Home
MIA,2016,4,CIN,Away
ATL,2016,4,CAR,Home
BUF,2016,4,NE,Away
CAR,2016,4,ATL,Away
CHI,2016,4,DET,Home
CLV,2016,4,WAS,Away
IND,2016,4,JAX,Away
ARZ,2016,4,LA,Home
DAL,2016,4,SF,Away
DEN,2016,4,TB,Away
DET,2016,4,CHI,Away
HST,2016,4,TEN,Home
JAX,2016,4,IND,Home
KC,2016,4,PIT,Away
NO,2016,4,SD,Away
NE,2016,4,BUF,Home
NYJ,2016,4,SEA,Home
TEN,2016,4,HST,Away
PIT,2016,4,KC,Home
OAK,2016,4,BLT,Away
LA,2016,4,ARZ,Away
BLT,2016,4,OAK,Home
SD,2016,4,NO,Home
SEA,2016,4,NYJ,Away
SF,2016,4,DAL,Home
TB,2016,4,DEN,Home
WAS,2016,4,CLV,Home
MIN,2016,4,NYG,Home
NYG,2016,4,MIN,Away
ARZ,2016,5,SF,Away
SF,2016,5,ARZ,Home
ATL,2016,5,DEN,Away
BUF,2016,5,LA,Away
CHI,2016,5,IND,Away
CIN,2016,5,DAL,Away
CLV,2016,5,NE,Home
IND,2016,5,CHI,Home
DAL,2016,5,CIN,Home
DEN,2016,5,ATL,Home
DET,2016,5,PHI,Home
GB,2016,5,NYG,Home
HST,2016,5,MIN,Away
MIA,2016,5,TEN,Home
MIN,2016,5,HST,Home
NE,2016,5,CLV,Away
NYG,2016,5,GB,Away
NYJ,2016,5,PIT,Away
TEN,2016,5,MIA,Away
PHI,2016,5,DET,Away
PIT,2016,5,NYJ,Home
OAK,2016,5,SD,Home
LA,2016,5,BUF,Home
BLT,2016,5,WAS,Home
SD,2016,5,OAK,Away
WAS,2016,5,BLT,Away
CAR,2016,5,TB,Home
TB,2016,5,CAR,Away
DEN,2016,6,SD,Away
SD,2016,6,DEN,Home
ATL,2016,6,SEA,Away
BUF,2016,6,SF,Home
CAR,2016,6,NO,Away
CHI,2016,6,JAX,Home
CIN,2016,6,NE,Away
CLV,2016,6,TEN,Away
IND,2016,6,HST,Away
DAL,2016,6,GB,Away
DET,2016,6,LA,Home
GB,2016,6,DAL,Home
HST,2016,6,IND,Home
JAX,2016,6,CHI,Away
KC,2016,6,OAK,Away
MIA,2016,6,PIT,Home
NO,2016,6,CAR,Home
NE,2016,6,CIN,Home
NYG,2016,6,BLT,Home
TEN,2016,6,CLV,Home
PHI,2016,6,WAS,Away
PIT,2016,6,MIA,Away
OAK,2016,6,KC,Home
LA,2016,6,DET,Away
BLT,2016,6,NYG,Away
SEA,2016,6,ATL,Home
SF,2016,6,BUF,Away
WAS,2016,6,PHI,Home
ARZ,2016,6,NYJ,Home
NYJ,2016,6,ARZ,Away
CHI,2016,7,GB,Away
GB,2016,7,CHI,Home
ATL,2016,7,SD,Home
BUF,2016,7,MIA,Away
CIN,2016,7,CLV,Home
CLV,2016,7,CIN,Away
IND,2016,7,TEN,Away
ARZ,2016,7,SEA,Home
DET,2016,7,WAS,Home
JAX,2016,7,OAK,Home
KC,2016,7,NO,Home
MIA,2016,7,BUF,Home
MIN,2016,7,PHI,Away
NO,2016,7,KC,Away
NE,2016,7,PIT,Away
NYG,2016,7,LA,Away
NYJ,2016,7,BLT,Home
TEN,2016,7,IND,Home
PHI,2016,7,MIN,Home
PIT,2016,7,NE,Home
OAK,2016,7,JAX,Away
LA,2016,7,NYG,Home
BLT,2016,7,NYJ,Away
SD,2016,7,ATL,Away
SEA,2016,7,ARZ,Away
SF,2016,7,TB,Home
TB,2016,7,SF,Away
WAS,2016,7,DET,Away
DEN,2016,7,HST,Home
HST,2016,7,DEN,Away
JAX,2016,8,TEN,Away
TEN,2016,8,JAX,Home
ATL,2016,8,GB,Home
BUF,2016,8,NE,Home
CAR,2016,8,ARZ,Home
CIN,2016,8,WAS,Home
CLV,2016,8,NYJ,Home
IND,2016,8,KC,Home
ARZ,2016,8,CAR,Away
DAL,2016,8,PHI,Home
DEN,2016,8,SD,Home
DET,2016,8,HST,Away
GB,2016,8,ATL,Away
HST,2016,8,DET,Home
KC,2016,8,IND,Away
NO,2016,8,SEA,Home
NE,2016,8,BUF,Away
NYJ,2016,8,CLV,Away
PHI,2016,8,DAL,Away
OAK,2016,8,TB,Away
SD,2016,8,DEN,Away
SEA,2016,8,NO,Away
TB,2016,8,OAK,Home
WAS,2016,8,CIN,Away
CHI,2016,8,MIN,Home
MIN,2016,8,CHI,Away
ATL,2016,9,TB,Away
TB,2016,9,ATL,Home
CAR,2016,9,LA,Away
CLV,2016,9,DAL,Home
IND,2016,9,GB,Away
DAL,2016,9,CLV,Away
DEN,2016,9,OAK,Away
DET,2016,9,MIN,Away
GB,2016,9,IND,Home
JAX,2016,9,KC,Away
KC,2016,9,JAX,Home
MIA,2016,9,NYJ,Home
MIN,2016,9,DET,Home
NO,2016,9,SF,Away
NYG,2016,9,PHI,Home
NYJ,2016,9,MIA,Away
TEN,2016,9,SD,Away
PHI,2016,9,NYG,Away
PIT,2016,9,BLT,Away
OAK,2016,9,DEN,Home
LA,2016,9,CAR,Home
BLT,2016,9,PIT,Home
SD,2016,9,TEN,Home
SF,2016,9,NO,Home
BUF,2016,9,SEA,Away
SEA,2016,9,BUF,Home
CLV,2016,10,BLT,Away
BLT,2016,10,CLV,Home
ATL,2016,10,PHI,Away
CAR,2016,10,KC,Home
CHI,2016,10,TB,Away
ARZ,2016,10,SF,Home
DAL,2016,10,PIT,Away
DEN,2016,10,NO,Away
GB,2016,10,TEN,Away
HST,2016,10,JAX,Away
JAX,2016,10,HST,Home
KC,2016,10,CAR,Away
MIA,2016,10,SD,Away
MIN,2016,10,WAS,Away
NO,2016,10,DEN,Home
NE,2016,10,SEA,Home
NYJ,2016,10,LA,Home
TEN,2016,10,GB,Home
PHI,2016,10,ATL,Home
PIT,2016,10,DAL,Home
LA,2016,10,NYJ,Away
SD,2016,10,MIA,Home
SEA,2016,10,NE,Away
SF,2016,10,ARZ,Away
TB,2016,10,CHI,Home
WAS,2016,10,MIN,Home
CIN,2016,10,NYG,Away
NYG,2016,10,CIN,Home
CAR,2016,11,NO,Home
NO,2016,11,CAR,Away
BUF,2016,11,CIN,Away
CHI,2016,11,NYG,Away
CIN,2016,11,BUF,Home
CLV,2016,11,PIT,Home
IND,2016,11,TEN,Home
ARZ,2016,11,MIN,Away
DAL,2016,11,BLT,Home
DET,2016,11,JAX,Home
GB,2016,11,WAS,Away
JAX,2016,11,DET,Away
KC,2016,11,TB,Home
MIA,2016,11,LA,Away
MIN,2016,11,ARZ,Home
NE,2016,11,SF,Away
NYG,2016,11,CHI,Home
TEN,2016,11,IND,Away
PHI,2016,11,SEA,Away
PIT,2016,11,CLV,Away
LA,2016,11,MIA,Home
BLT,2016,11,DAL,Away
SEA,2016,11,PHI,Home
SF,2016,11,NE,Home
TB,2016,11,KC,Away
WAS,2016,11,GB,Home
HST,2016,11,OAK,Away
OAK,2016,11,HST,Home
IND,2016,12,PIT,Home
DAL,2016,12,WAS,Home
DET,2016,12,MIN,Home
MIN,2016,12,DET,Away
PIT,2016,12,IND,Away
WAS,2016,12,DAL,Away
ATL,2016,12,ARZ,Home
BUF,2016,12,JAX,Home
CAR,2016,12,OAK,Away
CHI,2016,12,TEN,Home
CIN,2016,12,BLT,Away
CLV,2016,12,NYG,Home
ARZ,2016,12,ATL,Away
DEN,2016,12,KC,Home
HST,2016,12,SD,Home
JAX,2016,12,BUF,Away
KC,2016,12,DEN,Away
MIA,2016,12,SF,Home
NO,2016,12,LA,Home
NE,2016,12,NYJ,Away
NYG,2016,12,CLV,Away
NYJ,2016,12,NE,Home
TEN,2016,12,CHI,Away
OAK,2016,12,CAR,Home
LA,2016,12,NO,Away
BLT,2016,12,CIN,Home
SD,2016,12,HST,Away
SEA,2016,12,TB,Away
SF,2016,12,MIA,Away
TB,2016,12,SEA,Home
GB,2016,12,PHI,Away
PHI,2016,12,GB,Home
DAL,2016,13,MIN,Away
MIN,2016,13,DAL,Home
ATL,2016,13,KC,Home
BUF,2016,13,OAK,Away
CAR,2016,13,SEA,Away
CHI,2016,13,SF,Home
CIN,2016,13,PHI,Home
ARZ,2016,13,WAS,Home
DEN,2016,13,JAX,Away
DET,2016,13,NO,Away
GB,2016,13,HST,Home
HST,2016,13,GB,Away
JAX,2016,13,DEN,Home
KC,2016,13,ATL,Away
MIA,2016,13,BLT,Away
NO,2016,13,DET,Home
NE,2016,13,LA,Home
NYG,2016,13,PIT,Away
PHI,2016,13,CIN,Away
PIT,2016,13,NYG,Home
OAK,2016,13,BUF,Home
LA,2016,13,NE,Away
BLT,2016,13,MIA,Home
SD,2016,13,TB,Home
SEA,2016,13,CAR,Home
SF,2016,13,CHI,Away
TB,2016,13,SD,Away
WAS,2016,13,ARZ,Away
IND,2016,13,NYJ,Away
NYJ,2016,13,IND,Home
KC,2016,14,OAK,Home
OAK,2016,14,KC,Away
ATL,2016,14,LA,Away
BUF,2016,14,PIT,Home
CAR,2016,14,SD,Home
CHI,2016,14,DET,Away
CIN,2016,14,CLV,Away
CLV,2016,14,CIN,Home
IND,2016,14,HST,Home
ARZ,2016,14,MIA,Away
DAL,2016,14,NYG,Away
DEN,2016,14,TEN,Away
DET,2016,14,CHI,Home
GB,2016,14,SEA,Home
HST,2016,14,IND,Away
JAX,2016,14,MIN,Home
MIA,2016,14,ARZ,Home
MIN,2016,14,JAX,Away
NO,2016,14,TB,Away
NYG,2016,14,DAL,Home
NYJ,2016,14,SF,Away
TEN,2016,14,DEN,Home
PHI,2016,14,WAS,Home
PIT,2016,14,BUF,Away
LA,2016,14,ATL,Home
SD,2016,14,CAR,Away
SEA,2016,14,GB,Away
SF,2016,14,NYJ,Home
TB,2016,14,NO,Home
WAS,2016,14,PHI,Away
NE,2016,14,BLT,Home
BLT,2016,14,NE,Away
LA,2016,15,SEA,Away
SEA,2016,15,LA,Home
MIA,2016,15,NYJ,Away
NYJ,2016,15,MIA,Home
ATL,2016,15,SF,Home
BUF,2016,15,CLV,Home
CHI,2016,15,GB,Home
CIN,2016,15,PIT,Home
CLV,2016,15,BUF,Away
IND,2016,15,MIN,Away
ARZ,2016,15,NO,Home
DAL,2016,15,TB,Home
DEN,2016,15,NE,Home
DET,2016,15,NYG,Away
GB,2016,15,CHI,Away
HST,2016,15,JAX,Home
JAX,2016,15,HST,Away
KC,2016,15,TEN,Home
MIN,2016,15,IND,Home
NO,2016,15,ARZ,Away
NE,2016,15,DEN,Away
NYG,2016,15,DET,Home
TEN,2016,15,KC,Away
PHI,2016,15,BLT,Away
PIT,2016,15,CIN,Away
OAK,2016,15,SD,Away
BLT,2016,15,PHI,Home
SD,2016,15,OAK,Home
SF,2016,15,ATL,Away
TB,2016,15,DAL,Away
CAR,2016,15,WAS,Away
WAS,2016,15,CAR,Home
NYG,2016,16,PHI,Away
PHI,2016,16,NYG,Home
ATL,2016,16,CAR,Away
BUF,2016,16,MIA,Home
CAR,2016,16,ATL,Home
CHI,2016,16,WAS,Home
CIN,2016,16,HST,Away
CLV,2016,16,SD,Home
IND,2016,16,OAK,Away
ARZ,2016,16,SEA,Away
GB,2016,16,MIN,Home
HST,2016,16,CIN,Home
JAX,2016,16,TEN,Home
MIA,2016,16,BUF,Away
MIN,2016,16,GB,Away
NO,2016,16,TB,Home
NE,2016,16,NYJ,Home
NYJ,2016,16,NE,Away
TEN,2016,16,JAX,Away
OAK,2016,16,IND,Home
LA,2016,16,SF,Home
SD,2016,16,CLV,Away
SEA,2016,16,ARZ,Home
SF,2016,16,LA,Away
TB,2016,16,NO,Away
WAS,2016,16,CHI,Away
DEN,2016,16,KC,Away
KC,2016,16,DEN,Home
PIT,2016,16,BLT,Home
BLT,2016,16,PIT,Away
DAL,2016,16,DET,Home
DET,2016,16,DAL,Away
ATL,2016,17,NO,Home
BUF,2016,17,NYJ,Away
CAR,2016,17,TB,Away
CHI,2016,17,MIN,Away
CIN,2016,17,BLT,Home
CLV,2016,17,PIT,Away
IND,2016,17,JAX,Home
ARZ,2016,17,LA,Away
DAL,2016,17,PHI,Away
DEN,2016,17,OAK,Home
DET,2016,17,GB,Home
GB,2016,17,DET,Away
HST,2016,17,TEN,Away
JAX,2016,17,IND,Away
KC,2016,17,SD,Away
MIA,2016,17,NE,Home
MIN,2016,17,CHI,Home
NO,2016,17,ATL,Away
NE,2016,17,MIA,Away
NYG,2016,17,WAS,Away
NYJ,2016,17,BUF,Home
TEN,2016,17,HST,Home
PHI,2016,17,DAL,Home
PIT,2016,17,CLV,Home
OAK,2016,17,DEN,Away
LA,2016,17,ARZ,Home
BLT,2016,17,CIN,Away
SD,2016,17,KC,Home
SEA,2016,17,SF,Away
SF,2016,17,SEA,Home
TB,2016,17,CAR,Home
WAS,2016,17,NYG,Home
DET,2016,29,SEA,Away
HST,2016,29,OAK,Home
OAK,2016,29,HST,Away
SEA,2016,29,DET,Home
GB,2016,29,NYG,Home
MIA,2016,29,PIT,Away
NYG,2016,29,GB,Away
PIT,2016,29,MIA,Home
ATL,2016,30,SEA,Home
HST,2016,30,NE,Away
NE,2016,30,HST,Home
SEA,2016,30,ATL,Away
DAL,2016,30,GB,Home
GB,2016,30,DAL,Away
KC,2016,30,PIT,Home
PIT,2016,30,KC,Away
ATL,2016,31,GB,Home
GB,2016,31,ATL,Away
NE,2016,31,PIT,Home
PIT,2016,31,NE,Away
ATL,2016,32,NE,Home
NE,2016,32,ATL,Home
KC,2017,1,NE,Away
NE,2017,1,KC,Home
ATL,2017,1,CHI,Away
BUF,2017,1,NYJ,Home
CAR,2017,1,SF,Away
CHI,2017,1,ATL,Home
CIN,2017,1,BLT,Home
CLV,2017,1,PIT,Home
IND,2017,1,LA,Away
ARZ,2017,1,DET,Away
DAL,2017,1,NYG,Home
DET,2017,1,ARZ,Home
GB,2017,1,SEA,Home
HST,2017,1,JAX,Home
JAX,2017,1,HST,Away
NYG,2017,1,DAL,Away
NYJ,2017,1,BUF,Away
TEN,2017,1,OAK,Home
PHI,2017,1,WAS,Away
PIT,2017,1,CLV,Away
OAK,2017,1,TEN,Away
LA,2017,1,IND,Home
BLT,2017,1,CIN,Away
SEA,2017,1,GB,Away
SF,2017,1,CAR,Home
WAS,2017,1,PHI,Home
DEN,2017,1,LAC,Home
MIN,2017,1,NO,Home
NO,2017,1,MIN,Away
LAC,2017,1,DEN,Away
CIN,2017,2,HST,Home
HST,2017,2,CIN,Away
ATL,2017,2,GB,Home
BUF,2017,2,CAR,Away
CAR,2017,2,BUF,Home
CHI,2017,2,TB,Away
CLV,2017,2,BLT,Away
IND,2017,2,ARZ,Home
ARZ,2017,2,IND,Away
DAL,2017,2,DEN,Away
DEN,2017,2,DAL,Home
GB,2017,2,ATL,Away
JAX,2017,2,TEN,Home
KC,2017,2,PHI,Home
MIA,2017,2,LAC,Away
MIN,2017,2,PIT,Away
NO,2017,2,NE,Home
NE,2017,2,NO,Away
NYJ,2017,2,OAK,Away
TEN,2017,2,JAX,Away
PHI,2017,2,KC,Away
PIT,2017,2,MIN,Home
OAK,2017,2,NYJ,Home
LA,2017,2,WAS,Home
BLT,2017,2,CLV,Home
LAC,2017,2,MIA,Home
SEA,2017,2,SF,Home
SF,2017,2,SEA,Away
TB,2017,2,CHI,Home
WAS,2017,2,LA,Away
DET,2017,2,NYG,Away
NYG,2017,2,DET,Home
LA,2017,3,SF,Away
SF,2017,3,LA,Home
ATL,2017,3,DET,Away
BUF,2017,3,DEN,Home
CAR,2017,3,NO,Home
CHI,2017,3,PIT,Home
CIN,2017,3,GB,Away
CLV,2017,3,IND,Away
IND,2017,3,CLV,Home
DEN,2017,3,BUF,Away
DET,2017,3,ATL,Home
GB,2017,3,CIN,Home
HST,2017,3,NE,Away
JAX,2017,3,BLT,Home
KC,2017,3,LAC,Away
MIA,2017,3,NYJ,Away
MIN,2017,3,TB,Home
NO,2017,3,CAR,Away
NE,2017,3,HST,Home
NYG,2017,3,PHI,Away
NYJ,2017,3,MIA,Home
TEN,2017,3,SEA,Home
PHI,2017,3,NYG,Home
PIT,2017,3,CHI,Away
OAK,2017,3,WAS,Away
BLT,2017,3,JAX,Away
LAC,2017,3,KC,Home
SEA,2017,3,TEN,Away
TB,2017,3,MIN,Away
WAS,2017,3,OAK,Home
ARZ,2017,3,DAL,Home
DAL,2017,3,ARZ,Away
CHI,2017,4,GB,Away
GB,2017,4,CHI,Home
ATL,2017,4,BUF,Home
BUF,2017,4,ATL,Away
CAR,2017,4,NE,Away
CIN,2017,4,CLV,Away
CLV,2017,4,CIN,Home
IND,2017,4,SEA,Away
ARZ,2017,4,SF,Home
DAL,2017,4,LA,Home
DEN,2017,4,OAK,Home
DET,2017,4,MIN,Away
HST,2017,4,TEN,Home
JAX,2017,4,NYJ,Away
MIA,2017,4,NO,Home
MIN,2017,4,DET,Home
NO,2017,4,MIA,Away
NE,2017,4,CAR,Home
NYG,2017,4,TB,Away
NYJ,2017,4,JAX,Home
TEN,2017,4,HST,Away
PHI,2017,4,LAC,Away
PIT,2017,4,BLT,Away
OAK,2017,4,DEN,Away
LA,2017,4,DAL,Away
BLT,2017,4,PIT,Home
LAC,2017,4,PHI,Home
SEA,2017,4,IND,Home
SF,2017,4,ARZ,Away
TB,2017,4,NYG,Home
KC,2017,4,WAS,Home
WAS,2017,4,KC,Away
NE,2017,5,TB,Away
TB,2017,5,NE,Home
BUF,2017,5,CIN,Away
CAR,2017,5,DET,Away
CIN,2017,5,BUF,Home
CLV,2017,5,NYJ,Home
IND,2017,5,SF,Home
ARZ,2017,5,PHI,Away
DAL,2017,5,GB,Home
DET,2017,5,CAR,Home
GB,2017,5,DAL,Away
HST,2017,5,KC,Home
JAX,2017,5,PIT,Away
KC,2017,5,HST,Away
MIA,2017,5,TEN,Home
NYG,2017,5,LAC,Home
NYJ,2017,5,CLV,Away
TEN,2017,5,MIA,Away
PHI,2017,5,ARZ,Home
PIT,2017,5,JAX,Home
OAK,2017,5,BLT,Home
LA,2017,5,SEA,Home
BLT,2017,5,OAK,Away
LAC,2017,5,NYG,Away
SEA,2017,5,LA,Away
SF,2017,5,IND,Away
CHI,2017,5,MIN,Home
MIN,2017,5,CHI,Away
CAR,2017,6,PHI,Home
PHI,2017,6,CAR,Away
ATL,2017,6,MIA,Home
CHI,2017,6,BLT,Away
CLV,2017,6,HST,Away
ARZ,2017,6,TB,Home
DEN,2017,6,NYG,Home
DET,2017,6,NO,Away
GB,2017,6,MIN,Away
HST,2017,6,CLV,Home
JAX,2017,6,LA,Home
KC,2017,6,PIT,Home
MIA,2017,6,ATL,Away
MIN,2017,6,GB,Home
NO,2017,6,DET,Home
NE,2017,6,NYJ,Away
NYG,2017,6,DEN,Away
NYJ,2017,6,NE,Home
PIT,2017,6,KC,Away
OAK,2017,6,LAC,Home
LA,2017,6,JAX,Away
BLT,2017,6,CHI,Home
LAC,2017,6,OAK,Away
SF,2017,6,WAS,Away
TB,2017,6,ARZ,Away
WAS,2017,6,SF,Home
IND,2017,6,TEN,Away
TEN,2017,6,IND,Home
KC,2017,7,OAK,Away
OAK,2017,7,KC,Home
ATL,2017,7,NE,Away
BUF,2017,7,TB,Home
CAR,2017,7,CHI,Away
CHI,2017,7,CAR,Home
CIN,2017,7,PIT,Away
CLV,2017,7,TEN,Home
IND,2017,7,JAX,Home
ARZ,2017,7,LA,Away
DAL,2017,7,SF,Away
DEN,2017,7,LAC,Away
GB,2017,7,NO,Home
JAX,2017,7,IND,Away
MIA,2017,7,NYJ,Home
MIN,2017,7,BLT,Home
NO,2017,7,GB,Away
NE,2017,7,ATL,Home
NYG,2017,7,SEA,Home
NYJ,2017,7,MIA,Away
TEN,2017,7,CLV,Away
PIT,2017,7,CIN,Home
LA,2017,7,ARZ,Home
BLT,2017,7,MIN,Away
LAC,2017,7,DEN,Home
SEA,2017,7,NYG,Away
SF,2017,7,DAL,Home
TB,2017,7,BUF,Away
PHI,2017,7,WAS,Home
WAS,2017,7,PHI,Away
MIA,2017,8,BLT,Away
BLT,2017,8,MIA,Home
ATL,2017,8,NYJ,Away
BUF,2017,8,OAK,Home
CAR,2017,8,TB,Away
CHI,2017,8,NO,Away
CIN,2017,8,IND,Home
CLV,2017,8,MIN,Home
IND,2017,8,CIN,Away
DAL,2017,8,WAS,Away
DET,2017,8,PIT,Home
HST,2017,8,SEA,Away
MIN,2017,8,CLV,Away
NO,2017,8,CHI,Home
NE,2017,8,LAC,Home
NYJ,2017,8,ATL,Home
PHI,2017,8,SF,Home
PIT,2017,8,DET,Away
OAK,2017,8,BUF,Away
LAC,2017,8,NE,Away
SEA,2017,8,HST,Home
SF,2017,8,PHI,Away
TB,2017,8,CAR,Home
WAS,2017,8,DAL,Home
DEN,2017,8,KC,Away
KC,2017,8,DEN,Home
BUF,2017,9,NYJ,Away
NYJ,2017,9,BUF,Home
ATL,2017,9,CAR,Away
CAR,2017,9,ATL,Home
CIN,2017,9,JAX,Away
IND,2017,9,HST,Away
ARZ,2017,9,SF,Away
DAL,2017,9,KC,Home
DEN,2017,9,PHI,Away
HST,2017,9,IND,Home
JAX,2017,9,CIN,Home
KC,2017,9,DAL,Away
MIA,2017,9,OAK,Home
NO,2017,9,TB,Home
NYG,2017,9,LA,Home
TEN,2017,9,BLT,Home
PHI,2017,9,DEN,Home
OAK,2017,9,MIA,Away
LA,2017,9,NYG,Away
BLT,2017,9,TEN,Away
SEA,2017,9,WAS,Home
SF,2017,9,ARZ,Home
TB,2017,9,NO,Away
WAS,2017,9,SEA,Away
DET,2017,9,GB,Away
GB,2017,9,DET,Home
ARZ,2017,10,SEA,Home
SEA,2017,10,ARZ,Away
ATL,2017,10,DAL,Home
BUF,2017,10,NO,Home
CHI,2017,10,GB,Home
CIN,2017,10,TEN,Away
CLV,2017,10,DET,Away
IND,2017,10,PIT,Home
DAL,2017,10,ATL,Away
DEN,2017,10,NE,Home
DET,2017,10,CLV,Home
GB,2017,10,CHI,Away
HST,2017,10,LA,Away
JAX,2017,10,LAC,Home
MIN,2017,10,WAS,Away
NO,2017,10,BUF,Away
NE,2017,10,DEN,Away
NYG,2017,10,SF,Away
NYJ,2017,10,TB,Away
TEN,2017,10,CIN,Home
PIT,2017,10,IND,Away
LA,2017,10,HST,Home
LAC,2017,10,JAX,Away
SF,2017,10,NYG,Home
TB,2017,10,NYJ,Home
WAS,2017,10,MIN,Home
